,App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,CurrentVer,AndroidVer,ContentRatingNUM
7468,ck-modelcars Shop,SHOPPING,4.5,118.0,6.4,5000.0,Free,0.0,Everyone,Shopping,"June 15, 2018",5.29.0,5.0 and up,1
7469,Brainf*ck Interpreter,FAMILY,4.0,24.0,1.9,1000.0,Free,0.0,Mature 17+,Entertainment,"September 3, 2016",1.0.6,2.3 and up,3
7470,ck-modelcars-UK Shop,SHOPPING,4.6,69.0,6.4,5000.0,Free,0.0,Everyone,Shopping,"June 15, 2018",5.29.0,5.0 and up,1
7471,CK Multimedia - Gaming Accessories,SHOPPING,4.7,10.0,2.0,500.0,Free,0.0,Everyone,Shopping,"February 3, 2017",1.5,3.0 and up,1
7473,CK-12 Physics Simulations,FAMILY,4.1,30.0,24.0,5000.0,Free,0.0,Everyone,Education;Education,"April 18, 2018",1.0.7,4.1 and up,1
7474,CKZ ORIGINS,GAME,4.5,219821.0,10.0,1000000.0,Free,0.0,Mature 17+,Action,"October 28, 2013",2.0.1,2.1 and up,3
7475,211:CK Lite,GAME,4.3,3.0,39.0,10.0,Free,0.0,Mature 17+,Action,"September 22, 2017",1.0,4.1 and up,3
7477,USMLE Step 2 CK Flashcards,FAMILY,5.0,1.0,40.0,10.0,Paid,19.99,Everyone,Education,"May 26, 2014",2.47,2.2 and up,1
7478,CK Employee Portal,BUSINESS,5.0,7.0,15.0,1000.0,Free,0.0,Everyone,Business,"January 5, 2017",1.0.1,4.1 and up,1
7479,FML F*ck my life + widget,FAMILY,4.2,1415.0,209.0,100000.0,Free,0.0,Everyone,Entertainment,"May 21, 2010",3.1,1.5 and up,1
7480,USMLE Step 2 CK Cards Lite,FAMILY,4.0,28.0,1.5,5000.0,Free,0.0,Everyone,Education,"May 20, 2014",2.46,2.2 and up,1
7482,Tic Tac CK,FAMILY,5.0,3.0,13.0,10.0,Free,0.0,Everyone,Puzzle,"July 3, 2018",1.0,4.0.3 and up,1
7483,CK Pharmacies,HEALTH_AND_FITNESS,2.7,3.0,9.4,100.0,Free,0.0,Everyone 10+,Health & Fitness,"June 28, 2018",7.4.8,4.0.3 and up,2
7484,INFAMY RO,FAMILY,4.1,2167.0,3.7,50000.0,Free,0.0,Everyone,Role Playing,"December 14, 2017",202,4.3 and up,1
7487,CONTRACT KILLER: ZOMBIES,GAME,4.4,144545.0,13.0,5000000.0,Free,0.0,Teen,Action,"December 1, 2011",1.1.0,2.1 and up,4
7489,FlexBook,FAMILY,4.3,104.0,12.0,10000.0,Free,0.0,Everyone,Education;Education,"May 21, 2018",1.0.6,4.1 and up,1
7490,Can Knockdown 3,GAME,4.1,349503.0,19.0,10000000.0,Free,0.0,Everyone,Arcade,"August 26, 2015",1.31,4.0 and up,1
7492,OB-GYN USMLE Stp2 CK 300 Q & A,MEDICAL,4.4,34.0,4.9,10000.0,Free,0.0,Everyone,Medical,"May 16, 2015",1.2,2.0 and up,1
7495,Night Camera Blur Effect,PHOTOGRAPHY,3.6,100.0,2.5,10000.0,Free,0.0,Everyone,Photography,"August 5, 2018",4.2,4.2 and up,1
7496,Camera V7 24 Megapixel,PHOTOGRAPHY,4.0,2480.0,2.5,100000.0,Free,0.0,Everyone,Photography,"August 1, 2018",4.0,4.1 and up,1
7497,CL Mobile Pro - Classifieds for Craigslist,SHOPPING,4.1,1288.0,18.0,100000.0,Free,0.0,Mature 17+,Shopping,"July 9, 2018",48,4.1 and up,3
7498,cloudLibrary,BOOKS_AND_REFERENCE,4.0,10774.0,35.0,100000.0,Free,0.0,Everyone,Books & Reference,"June 28, 2018",3.8.10,4.1 and up,1
7499,"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,4.1,61.0,6.3,1000.0,Free,0.0,Everyone,Tools,"September 14, 2017",1.9,4.1 and up,1
7500,CL Pro App for Craigslist,SHOPPING,4.0,119.0,1.3,10000.0,Free,0.0,Everyone,Shopping,"July 1, 2017",CL Pro for Craigslist - Canada 150,4.0 and up,1
7501,Castle Clash: Heroes of the Empire US,FAMILY,4.6,4578890.0,24.0,50000000.0,Free,0.0,Everyone 10+,Strategy,"July 17, 2018",1.4.51,4.1 and up,2
7506,CL REPL,TOOLS,5.0,47.0,17.0,1000.0,Free,0.0,Everyone,Tools,"April 10, 2018",1.0.19,4.1 and up,1
7507,CL Pro Client for Craigslist,SHOPPING,3.6,48.0,2.2,5000.0,Free,0.0,Everyone,Shopping,"September 10, 2016",Bowser4Craigslist,4.0 and up,1
7509,App for Craigslist Pro - Buy & Sell Postings,LIFESTYLE,4.3,707.0,5.0,100000.0,Free,0.0,Everyone,Lifestyle,"May 9, 2018",App copyright,4.1 and up,1
7510,Pro App for Craigslist,SHOPPING,4.1,5618.0,4.6,500000.0,Free,0.0,Teen,Shopping,"May 9, 2018",Copyright,4.1 and up,4
7511,Car Search For Craigslist CL Free,AUTO_AND_VEHICLES,2.6,5.0,9.0,1000.0,Free,0.0,Everyone,Auto & Vehicles,"May 8, 2018",1.0.0,2.3.3 and up,1
7512,CL Clock,BUSINESS,2.7,7.0,1.3,1000.0,Free,0.0,Everyone,Business,"July 22, 2016",1.0,5.0 and up,1
7513,Old: CL-150,FAMILY,3.8,120.0,24.0,10000.0,Free,0.0,Everyone,Education,"May 21, 2018",1.1.7,4.0.3 and up,1
7514,CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,5.0,24.0,3.2,5000.0,Free,0.0,Everyone,Tools,"June 13, 2018",1.1.3,4.3 and up,1
7515,Clash of Kings : The King Of Fighters version,FAMILY,4.2,2233681.0,97.0,50000000.0,Free,0.0,Teen,Strategy,"August 1, 2018",3.44.0,2.3.3 and up,4
7517,CL Notifier,TOOLS,5.0,36.0,3.2,100.0,Free,0.0,Teen,Tools,"August 2, 2017",1.0,4.0 and up,4
7518,Leica CL,PHOTOGRAPHY,2.6,8.0,2.4,1000.0,Free,0.0,Everyone,Photography,"November 21, 2017",1.0,4.1 and up,1
7519,cPro Marketplace: Buy. Sell. Rent. Date. Jobs.,SHOPPING,4.4,385764.0,8.4,10000000.0,Free,0.0,Mature 17+,Shopping,"August 5, 2018",3.82,4.1 and up,3
7520,Postings (Craigslist Search App),SHOPPING,4.3,151095.0,12.0,5000000.0,Free,0.0,Mature 17+,Shopping,"July 1, 2018",4.0.13,4.1 and up,3
7523,CL-Phlebotomist,MEDICAL,4.7,19.0,7.3,100.0,Free,0.0,Everyone,Medical,"June 16, 2018",1.0.23,4.1 and up,1
7524,New: CL-150,FAMILY,2.8,4.0,4.2,500.0,Free,0.0,Everyone,Education,"July 25, 2018",1.2.0,5.0 and up,1
7525,Battle of Zombies: Clans War,FAMILY,4.1,488039.0,58.0,10000000.0,Free,0.0,Teen,Strategy,"November 15, 2017",1.0.175,2.3.3 and up,4
7527,CL Pebble Apps,LIFESTYLE,3.6,67.0,499.0,5000.0,Free,0.0,Everyone,Lifestyle,"December 23, 2015",3.5,4.0 and up,1
7530,CL e-bank,FINANCE,4.0,210.0,3.7,10000.0,Free,0.0,Everyone,Finance,"July 30, 2018",1.5.5,4.2 and up,1
7533,Color CL,LIFESTYLE,5.0,2.0,1.3,100.0,Free,0.0,Everyone,Lifestyle,"February 2, 2017",1.01,4.0.3 and up,1
7534,CL Strength,HEALTH_AND_FITNESS,5.0,3.0,40.0,50.0,Free,0.0,Everyone,Health & Fitness,"June 27, 2018",CL Strength 7.12.1,4.1 and up,1
7535,CL-App,MEDICAL,4.7,6.0,5.2,100.0,Free,0.0,Everyone,Medical,"February 17, 2017",1.1,4.0 and up,1
7537,"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847.0,17.0,100000000.0,Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,4
7538,CM Launcher 3D Pro💎,PERSONALIZATION,4.7,23802.0,173.0,100000.0,Paid,4.99,Everyone,Personalization,"November 17, 2016",1.0.9,4.0 and up,1
7540,Clean Master Lite - For Low-End Phone,TOOLS,4.6,2246379.0,5.1,50000000.0,Free,0.0,Everyone,Tools,"June 28, 2018",2.1.4,4.0 and up,1
7541,"CM Security Open VPN - Free, fast unlimited proxy",TOOLS,4.6,85496.0,5.8,1000000.0,Free,0.0,Everyone,Tools,"February 14, 2018",1.6.2,4.0.3 and up,1
7542,CM Security Lite - Antivirus,TOOLS,4.6,262076.0,1.2,10000000.0,Free,0.0,Everyone,Tools,"January 4, 2018",1.0.2,2.3 and up,1
7543,CM Transfer - Share any files with friends nearby,COMMUNICATION,4.6,71740.0,5.8,5000000.0,Free,0.0,Everyone,Communication,"June 27, 2018",2.0.7.0014,4.0 and up,1
7544,"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363.0,1.8,5000000.0,Free,0.0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,1
7545,CM Apps,TOOLS,3.8,3341.0,1.9,100000.0,Free,0.0,Everyone,Tools,"April 17, 2016",4.5,4.2 and up,1
7546,CM AppLock,TOOLS,4.1,843.0,3.6,100000.0,Free,0.0,Everyone,Tools,"February 25, 2016",2.0.0,4.0 and up,1
7547,"Ruler(cm, inch)",TOOLS,3.4,2889.0,2.5,500000.0,Free,0.0,Everyone,Tools,"July 27, 2016",1.1.0,2.3 and up,1
7548,AppLock - Fingerprint Unlock,TOOLS,4.5,112482.0,2.1,5000000.0,Free,0.0,Everyone,Tools,"July 10, 2018",1.0.5,4.0 and up,1
7549,CM Launcher Default Theme,PERSONALIZATION,4.5,3989.0,1.1,100000.0,Free,0.0,Everyone,Personalization,"September 11, 2015",1.1.1,4.0 and up,1
7550,Battery Doctor-Battery Life Saver & Battery Cooler,TOOLS,4.5,8190074.0,17.0,100000000.0,Free,0.0,Everyone,Tools,"June 1, 2018",6.24,4.0 and up,1
7551,Inch/cm/Foot Conversion,PRODUCTIVITY,4.0,319.0,2.1,100000.0,Free,0.0,Everyone,Productivity,"August 20, 2017",2.0.1,2.3.3 and up,1
7552,"Speed Booster - Ram, Battery & Game Speed Booster",TOOLS,4.7,85079.0,2.8,1000000.0,Free,0.0,Everyone,Tools,"July 17, 2018",1.0.4,2.3 and up,1
7554,Technology CM Locker Theme,PERSONALIZATION,4.4,10093.0,5.5,1000000.0,Free,0.0,Everyone,Personalization,"February 26, 2016",1.0.0,4.0 and up,1
7555,Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500.0,41.0,10000.0,Paid,1.99,Everyone,Personalization,"January 5, 2017",3.3.3,5.0 and up,1
7556,Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873.0,14.0,100000.0,Free,0.0,Everyone,Personalization,"November 7, 2016",Varies with device,Varies with device,1
7557,Height Converter feet-inch cm,TOOLS,4.2,498.0,597.0,100000.0,Free,0.0,Everyone,Tools,"October 22, 2013",1.0,2.2 and up,1
7558,CM Secure Browser (Authorized),TOOLS,4.2,1147.0,2.7,100000.0,Free,0.0,Everyone,Tools,"October 2, 2017",1.1.6,4.0 and up,1
7559,📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4.0,19.0,3.2,10000.0,Free,0.0,Everyone,Tools,"October 21, 2017",1.0,4.2 and up,1
7560,Ruler cm,TOOLS,3.6,661.0,809.0,100000.0,Free,0.0,Everyone,Tools,"September 10, 2014",2.1,2.2 and up,1
7561,"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,4.7,76.0,2.2,50000.0,Free,0.0,Everyone,Tools,"April 5, 2018",1.4,4.0.3 and up,1
7562,CM AppLock Fingerprint 2018,TOOLS,4.4,1264.0,8.2,100000.0,Free,0.0,Everyone,Tools,"August 6, 2018",4.0.4,4.3 and up,1
7563,"m, cm, mm to yard, feet, inch converter tool",TOOLS,4.3,246.0,2.8,100000.0,Free,0.0,Everyone,Tools,"February 6, 2018",1.1,4.0 and up,1
7564,Speed Car CM Locker Theme,PERSONALIZATION,4.4,7519.0,4.0,500000.0,Free,0.0,Everyone,Personalization,"January 26, 2016",1.0.1,4.0 and up,1
7565,Calculator CM,TOOLS,4.4,8.0,1.8,500.0,Free,0.0,Everyone,Tools,"March 9, 2015",1.0,2.3 and up,1
7566,Inches to cm conversion,TOOLS,4.4,29.0,70.0,10000.0,Free,0.0,Everyone,Tools,"January 14, 2015",1.4,4.0 and up,1
7567,Vintage Flower CM Locker Theme,PERSONALIZATION,4.3,2910.0,2.3,500000.0,Free,0.0,Everyone,Personalization,"January 24, 2016",1.0.0,4.0 and up,1
7568,Centimeter Ruler,TOOLS,3.3,16.0,1.3,10000.0,Free,0.0,Everyone,Tools,"November 5, 2016",2.0,4.0 and up,1
7569,CM S Pen Add-on(ROOT),TOOLS,3.6,373.0,122.0,10000.0,Free,0.0,Everyone,Tools,"February 24, 2017",1.0.9,4.1 and up,1
7570,Ruler,TOOLS,4.5,27180.0,4.1,1000000.0,Free,0.0,Everyone,Tools,"July 6, 2018",3.24,4.1 and up,1
7571,My Style CM 13 Theme,PERSONALIZATION,4.5,314.0,11.0,10000.0,Free,0.0,Everyone,Personalization,"September 8, 2016",1.9,5.0 - 6.0,1
7572,QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847144.0,4.2,10000000.0,Free,0.0,Everyone,Photography,"November 10, 2017",4.7.4,4.0 and up,1
7573,"Ruler & Area Measurement (cm, inch)",TOOLS,4.3,10.0,8.2,10000.0,Free,0.0,Everyone,Tools,"July 28, 2017",1.2,4.1 and up,1
7574,Inches to Centimeters,TOOLS,3.6,949.0,411.0,100000.0,Free,0.0,Everyone,Tools,"April 13, 2018",3.0,1.6 and up,1
7575,"cm, mm to inch, feet converter tool",PRODUCTIVITY,4.3,176.0,2.3,100000.0,Free,0.0,Everyone,Productivity,"September 27, 2016",1.1,2.3.3 and up,1
7576,City light CM Locker Theme,PERSONALIZATION,4.4,6271.0,5.7,500000.0,Free,0.0,Everyone,Personalization,"February 24, 2016",1.0.0,4.0 and up,1
7578,CM FILE MANAGER Pro,BUSINESS,4.2,2359.0,2.7,10000.0,Paid,2.99,Everyone,Business,"February 16, 2016",1.16.9,1.6 and up,1
7579,cm to inches | centimeters to inches conversion,TOOLS,4.8,52.0,1.9,5000.0,Free,0.0,Everyone,Tools,"May 7, 2018",1.3.2,4.0 and up,1
7580,OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12.0,19.0,100.0,Paid,0.99,Everyone,Personalization,"August 20, 2015",1.0,5.0 and up,1
7583,CN Summer Challenge,FAMILY,3.7,985.0,49.0,100000.0,Free,0.0,Everyone,Entertainment;Brain Games,"May 24, 2018",1.1,4.4 and up,1
7584,Teen Titans GO Figure!,FAMILY,4.5,1985.0,28.0,10000.0,Paid,3.99,Everyone 10+,Action;Action & Adventure,"July 18, 2018",1.0.2,5.1 and up,2
7585,CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863.0,41.0,100000.0,Paid,2.99,Everyone,Sports;Action & Adventure,"May 24, 2018",1.1.1,4.1 and up,1
7586,Teeny Titans - Teen Titans Go!,FAMILY,4.6,20463.0,25.0,100000.0,Paid,3.99,Everyone 10+,Strategy;Action & Adventure,"July 18, 2018",1.2.1,4.1 and up,2
7587,CN Sayin' - Cartoon Network,FAMILY,4.5,85.0,25.0,10000.0,Free,0.0,Everyone,Entertainment,"March 27, 2018",1.22,4.4 and up,1
7588,Cartoon Network Match Land,FAMILY,4.7,21979.0,38.0,1000000.0,Free,0.0,Everyone,Puzzle,"July 9, 2018",1.1.3,5.1 and up,1
7589,Card Wars Kingdom,FAMILY,4.3,920571.0,28.0,10000000.0,Free,0.0,Everyone 10+,Card;Action & Adventure,"January 17, 2017",1.0.10,4.0.3 and up,2
7590,Wrecker's Revenge - Gumball,FAMILY,4.3,2263.0,55.0,100000.0,Free,0.0,Everyone,Puzzle;Action & Adventure,"September 21, 2017",14.15,4.3 and up,1
7591,Super Slime Blitz - Gumball,FAMILY,4.6,5395.0,58.0,500000.0,Free,0.0,Everyone,Arcade;Action & Adventure,"May 24, 2018",1.2.0,4.0.3 and up,1
7592,Blamburger - Clarence,FAMILY,4.1,30444.0,27.0,1000000.0,Free,0.0,Everyone 10+,Arcade;Action & Adventure,"October 26, 2015",1.0.5,4.3 and up,2
7593,Free Fur All – We Bare Bears,FAMILY,4.2,256916.0,25.0,10000000.0,Free,0.0,Everyone,Arcade;Action & Adventure,"October 8, 2015",1.0.4,4.0 and up,1
7594,Sky Streaker - Gumball,GAME,4.3,37513.0,31.0,5000000.0,Free,0.0,Everyone,Arcade,"December 7, 2015",4.0,2.3 and up,1
7595,Just A Regular Arcade,GAME,4.2,40847.0,94.0,1000000.0,Free,0.0,Everyone,Action,"January 8, 2016",3.1.0,2.3.3 and up,1
7596,Soundtrack Attack,FAMILY,4.3,96045.0,25.0,5000000.0,Free,0.0,Everyone,Action;Action & Adventure,"July 26, 2016",1.0.4,4.1 and up,1
7597,[adult swim],FAMILY,3.6,21433.0,21.0,1000000.0,Free,0.0,Mature 17+,Entertainment,"May 29, 2018",3.0.1805181047,5.0 and up,3
7598,Ben 10: Alien Experience,FAMILY,4.2,82005.0,45.0,10000000.0,Free,0.0,Everyone 10+,Action;Action & Adventure,"October 24, 2017",1.2.1,4.4 and up,2
7599,MagiMobile – Mighty Magiswords,FAMILY,4.2,120035.0,45.0,5000000.0,Free,0.0,Everyone,Entertainment;Action & Adventure,"January 4, 2018",1.0.11,4.1 and up,1
7600,Dreamland Arcade - Steven Universe,GAME,4.0,6386.0,24.0,500000.0,Free,0.0,Everyone,Arcade,"November 19, 2017",0.99,5.1 and up,1
7601,Surely You Quest - Magiswords,FAMILY,4.6,43314.0,83.0,1000000.0,Free,0.0,Everyone 10+,Role Playing;Action & Adventure,"June 20, 2017",1.0.2,4.1 and up,2
7602,Adventure Time Run,GAME,4.3,24628.0,88.0,1000000.0,Free,0.0,Everyone,Action,"July 26, 2018",1.25.396,4.4 and up,1
7603,Glitch Fixers: Powerpuff Girls,GAME,4.4,39698.0,51.0,5000000.0,Free,0.0,Everyone,Arcade,"December 1, 2016",1.0.0,4.1 and up,1
7604,StirFry Stunts - We Bare Bears,GAME,4.5,121533.0,63.0,10000000.0,Free,0.0,Everyone,Arcade,"March 24, 2016",1.0.0,2.3.3 and up,1
7605,Burrito Bash – We Bare Bears,FAMILY,4.3,10776.0,21.0,1000000.0,Free,0.0,Everyone,Arcade;Action & Adventure,"October 26, 2017",3.4,4.1 and up,1
7606,LEGO® TV,FAMILY,3.7,17250.0,7.2,1000000.0,Free,0.0,Everyone 10+,Entertainment;Music & Video,"August 4, 2018",4.0.2,5.0 and up,2
7607,Boomerang,FAMILY,4.2,13519.0,51.0,1000000.0,Free,0.0,Everyone,Entertainment;Music & Video,"July 27, 2018",2.18,5.0 and up,1
7608,We Bare Bears Match3 Repairs,FAMILY,4.7,39153.0,98.0,1000000.0,Free,0.0,Everyone,Puzzle,"July 25, 2018",1.1.7,4.1 and up,1
7609,Champions and Challengers - Adventure Time,FAMILY,4.6,51973.0,27.0,1000000.0,Free,0.0,Everyone,Role Playing,"August 2, 2018",1.2.5,4.4 and up,1
7610,Ski Safari: Adventure Time,FAMILY,4.5,48754.0,9.3,100000.0,Paid,0.99,Everyone,Arcade;Action & Adventure,"October 7, 2014",1.5.2,2.3 and up,1
7611,Block Survival Craft:The Story,FAMILY,4.1,7046.0,87.0,500000.0,Free,0.0,Everyone 10+,Puzzle,"October 12, 2017",0.2.7,4.0.3 and up,2
7612,"What's Up, Snoopy? - Peanuts",FAMILY,4.5,773.0,55.0,100000.0,Free,0.0,Everyone,Arcade;Action & Adventure,"August 22, 2017",1.0.1,5.1 and up,1
7614,Rockstars of Ooo,FAMILY,3.4,642.0,26.0,10000.0,Paid,1.99,Everyone 10+,Arcade;Action & Adventure,"August 11, 2015",1.0.2,2.3.3 and up,2
7616,Angelo Rules - Crazy day,GAME,3.9,108336.0,62.0,1000000.0,Free,0.0,Everyone,Adventure,"June 27, 2016",4.0.01,4.4 and up,1
7617,Flipped Out! - Powerpuff Girls,FAMILY,4.4,412.0,22.0,10000.0,Paid,2.99,Everyone 10+,Action;Action & Adventure,"June 30, 2016",1.0.2,4.0 and up,2
7618,Adventure Time Game Wizard,GAME,4.1,4107.0,40.0,50000.0,Paid,4.99,Everyone,Adventure,"July 16, 2015",1.2.0,4.1 and up,1
7619,Best Park in the Universe,GAME,4.3,3904.0,5.5,10000.0,Paid,2.99,Everyone 10+,Action,"September 10, 2014",1.2.1,4.0 and up,2
7620,Formula Cartoon All Stars,FAMILY,3.9,1213.0,18.0,10000.0,Paid,2.99,Everyone,Racing;Action & Adventure,"June 25, 2015",4.1.2,2.3.3 and up,1
7621,Multicraft Miner Exploration,GAME,4.0,14563.0,74.0,1000000.0,Free,0.0,Everyone 10+,Adventure,"December 22, 2017",0.6.49,4.1 and up,2
7623,CN Resident,FAMILY,5.0,1.0,64.0,100.0,Free,0.0,Everyone,Entertainment,"May 22, 2017",40.10,4.1 and up,1
7624,Little Lovely Dentist,FAMILY,4.2,17786.0,16.0,1000000.0,Free,0.0,Everyone,Casual,"May 14, 2018",1.1.8,4.0 and up,1
7625,Foods Co,SHOPPING,4.3,199.0,25.0,10000.0,Free,0.0,Everyone,Shopping,"August 2, 2018",14.2.1,5.0 and up,1
7626,AND CO,FINANCE,4.5,175.0,12.0,10000.0,Free,0.0,Everyone,Finance,"August 3, 2018",2.2.0,5.0 and up,1
7627,Tetrobot and Co.,FAMILY,4.5,709.0,18.0,5000.0,Paid,2.99,Everyone,Puzzle,"April 20, 2015",1.1.2,2.3 and up,1
7628,Brit + Co,LIFESTYLE,3.9,987.0,4.5,10000.0,Free,0.0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up,1
7630,Dots & Co: A Puzzle Adventure,FAMILY,4.5,81001.0,85.0,1000000.0,Free,0.0,Everyone,Puzzle,"April 27, 2018",2.15.2,4.1 and up,1
7631,AppClose - The #1 FREE Co-Parenting App,PARENTING,3.5,159.0,85.0,10000.0,Free,0.0,Everyone,Parenting,"July 31, 2018",2.1.23,4.4 and up,1
7632,Co-op CRS,LIFESTYLE,3.6,581.0,26.0,100000.0,Free,0.0,Everyone,Lifestyle,"March 4, 2018",2.4.3,4.4 and up,1
7633,Co Checker,TOOLS,1.9,12.0,2.0,1000.0,Free,0.0,Everyone,Tools,"October 20, 2017",1.8.6,4.3 and up,1
7634,VCalendar - VenkatRama and Co,LIFESTYLE,4.3,87.0,3.9,10000.0,Free,0.0,Everyone,Lifestyle,"March 16, 2018",1.2,4.1 and up,1
7635,Feeder.co,NEWS_AND_MAGAZINES,3.2,77.0,11.0,5000.0,Free,0.0,Everyone,News & Magazines,"March 12, 2018",2.2.7,4.2 and up,1
7636,Co-op Connections,SHOPPING,1.6,8.0,18.0,1000.0,Free,0.0,Everyone,Shopping,"May 3, 2018",1.5,4.1 and up,1
7637,mail.co.uk Mail,COMMUNICATION,4.2,21.0,8.7,5000.0,Free,0.0,Everyone,Communication,"July 24, 2018",1.1.0,4.0.3 and up,1
7638,Aquarium Co-Op Podcast,LIFESTYLE,4.9,206.0,3.9,1000.0,Free,0.0,Everyone,Lifestyle,"June 20, 2017",2.3.13,4.2 and up,1
7639,MobileBiz Co - Cloud Invoice,BUSINESS,4.4,373.0,4.0,10000.0,Free,0.0,Everyone,Business,"February 16, 2018",1.3.4,2.0 and up,1
7641,Co-op Taxi,MAPS_AND_NAVIGATION,3.4,168.0,53.0,10000.0,Free,0.0,Everyone,Maps & Navigation,"May 1, 2018",3.19.34,5.0 and up,1
7643,Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038.0,52.0,100000.0,Free,0.0,Teen,Board,"July 12, 2018",1.4.1,4.1 and up,4
7644,REI Co-op Mastercard,FINANCE,2.9,320.0,23.0,10000.0,Free,0.0,Everyone,Finance,"June 14, 2018",2.13.11,4.4 and up,1
7645,Websites.co.in Instant Website,BUSINESS,4.3,327.0,13.0,10000.0,Free,0.0,Everyone,Business,"June 25, 2018",1.48,4.1 and up,1
7646,Co-op Credit Union on the Go,FINANCE,4.4,5.0,30.0,1000.0,Free,0.0,Everyone,Finance,"April 25, 2018",18.1.79,5.0 and up,1
7647,Hashtags For Likes.co,SOCIAL,4.3,420.0,18.0,50000.0,Free,0.0,Everyone,Social,"December 19, 2016",1.1,4.0.3 and up,1
7648,Chinese Chess ( Xiangqi Free ),GAME,4.6,963.0,4.1,50000.0,Free,0.0,Everyone,Board,"April 18, 2017",1.1.1,2.3 and up,1
7649,Krypton by krypt.co,PRODUCTIVITY,4.6,38.0,13.0,1000.0,Free,0.0,Everyone,Productivity,"July 17, 2018",2.4.0,6.0 and up,1
7650,Chinese Chess / Co Tuong,GAME,4.2,6947.0,20.0,500000.0,Free,0.0,Everyone,Board,"October 25, 2017",2.7.7,2.3 and up,1
7651,Fayr - Co-Parenting Simplified,PRODUCTIVITY,3.5,16.0,21.0,1000.0,Free,0.0,Everyone,Productivity,"July 20, 2018",1.5.1,5.0 and up,1
7653,Sprig by CO-OP,FINANCE,2.9,252.0,18.0,10000.0,Free,0.0,Everyone,Finance,"October 11, 2017",1.4.1033,4.1 and up,1
7654,Good&Co: Career match tests,BUSINESS,4.4,26572.0,41.0,1000000.0,Free,0.0,Everyone,Business,"July 24, 2018",2.9.1,4.1 and up,1
7655,Central Bank and Trust Co.,FINANCE,4.7,65.0,12.0,5000.0,Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up,1
7656,Soo Co-op Mobile Banking,FINANCE,4.5,159.0,14.0,1000.0,Free,0.0,Everyone,Finance,"September 12, 2017",4.2.87,4.0.3 and up,1
7659,Holl & Co Barbers,LIFESTYLE,4.7,12.0,6.0,500.0,Free,0.0,Everyone,Lifestyle,"February 26, 2018",4.9.940,4.0 and up,1
7660,Call of Mini™ Zombies 2,GAME,4.4,248417.0,17.0,5000000.0,Free,0.0,Teen,Arcade,"February 10, 2015",2.1.3,2.3.3 and up,4
7661,Grenada Co-operative Bank,FINANCE,4.4,137.0,400.0,10000.0,Free,0.0,Everyone,Finance,"June 26, 2013",2.4.3,1.6 and up,1
7662,Dungeon Legends - PvP Action MMO RPG Co-op Games,FAMILY,4.4,102215.0,42.0,1000000.0,Free,0.0,Teen,Role Playing,"June 25, 2018",3.10,4.0.3 and up,4
7664,Permit Test CO Colorado DMV,FAMILY,4.5,41.0,11.0,1000.0,Free,0.0,Everyone,Education,"June 15, 2017",2.6.5,4.1 and up,1
7665,"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23.0,37.0,1000.0,Paid,0.99,Everyone,Board,"December 27, 2017",2.2.1,4.1 and up,1
7666,2-Player Co-op Zombie Shoot,GAME,4.2,33.0,13.0,1000.0,Free,0.0,Teen,Action,"July 1, 2018",1.0.13,2.3 and up,4
7667,Camping and Co - Camping in Europe,TRAVEL_AND_LOCAL,3.7,19.0,6.5,1000.0,Free,0.0,Everyone,Travel & Local,"April 17, 2018",1.2.3,4.1 and up,1
7668,Remote | Fire TV | Android TV | KODI | CetusPlay,TOOLS,4.4,15911.0,16.0,1000000.0,Free,0.0,Everyone,Tools,"June 30, 2018",4.1.8.1,4.1 and up,1
7669,Comboios de Portugal,MAPS_AND_NAVIGATION,3.4,1147.0,19.0,100000.0,Free,0.0,Everyone,Maps & Navigation,"May 28, 2018",1.0.3.8,4.0.3 and up,1
7670,CP Dialer,SOCIAL,4.3,64.0,3.3,50000.0,Free,0.0,Teen,Social,"March 22, 2018",2.9.0,4.1 and up,4
7671,CP Federal Mobile,FINANCE,3.6,180.0,35.0,10000.0,Free,0.0,Everyone,Finance,"October 6, 2017",7.0.7-qa003-prod,4.2 and up,1
